dummy index,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
3476,EBU3B.RM-4256..COMMONSP,NAE 06 N2 2 VMA152 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_4256,VAV,152,VAV -> Rm_4256,EBU3B,,Analog Output
3493,EBU3B.RM-4258..COMMONSP,NAE 06 N2 2 VMA153 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_4258,VAV,153,VAV -> Rm_4258,EBU3B,,Analog Output
3510,EBU3B.RM-4262..COMMONSP,NAE 06 N2 2 VMA154 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_4262,VAV,154,VAV -> Rm_4262,EBU3B,,Analog Output
3887,EBU3B.RM-B103..COMMONSP,NAE 05 N2 1 VMA 113 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B103,VAV,113,VAV -> Rm_B103,EBU3B,,Analog Output
3901,EBU3B.RM-B103A..COMMONSP,NAE 05 N2 1 VMA 114 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B103A,VAV,114,VAV -> Rm_B103A,EBU3B,,Analog Output
3917,EBU3B.RM-B109..COMMONSP,NAE 05 N2 1 VMA 102 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B109,VAV,102,VAV -> Rm_B109,EBU3B,,Analog Output
3933,EBU3B.RM-B200B..COMMONSP,NAE 05 N2 1 VMA 111 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B200B,VAV,111,VAV -> Rm_B200B,EBU3B,,Analog Output
3949,EBU3B.RM-B200C..COMMONSP,NAE 05 N2 1 VMA 112 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B200C,VAV,112,VAV -> Rm_B200C,EBU3B,,Analog Output
3969,EBU3B.RM-B210..COMMONSP,NAE 05 N2 1 VMA 116 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B210,VAV,116,VAV -> Rm_B210,EBU3B,,Analog Output
3986,EBU3B.RM-B215..COMMONSP,NAE 05 N2 1 VMA 101 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B215,VAV,101,VAV -> Rm_B215,EBU3B,,Analog Output
4006,EBU3B.RM-B220..COMMONSP,NAE 05 N2 1 VMA 117 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B220,VAV,117,VAV -> Rm_B220,EBU3B,,Analog Output
4019,EBU3B.RM-B222..COMMONSP,NAE 05 N2 1 VMA 109 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B222,VAV,109,VAV -> Rm_B222,EBU3B,,Analog Output
4031,EBU3B.RM-B224..COMMONSP,NAE 05 N2 1 VMA 110 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B224,VAV,110,VAV -> Rm_B224,EBU3B,,Analog Output
4047,EBU3B.RM-B225..COMMONSP,NAE 05 N2 1 VMA 103 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B225,VAV,103,VAV -> Rm_B225,EBU3B,,Analog Output
4066,EBU3B.RM-B230..COMMONSP,NAE 05 N2 1 VMA 118 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B230,VAV,118,VAV -> Rm_B230,EBU3B,,Analog Output
4079,EBU3B.RM-B230A..COMMONSP,NAE 05 N2 1 VMA 104 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B230A,VAV,104,VAV -> Rm_B230A,EBU3B,,Analog Output
4099,EBU3B.RM-B240..COMMONSP,NAE 05 N2 1 VMA 119 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B240,VAV,119,VAV -> Rm_B240,EBU3B,,Analog Output
4116,EBU3B.RM-B240A..COMMONSP,NAE 05 N2 1 VMA 105 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B240A,VAV,105,VAV -> Rm_B240A,EBU3B,,Analog Output
4136,EBU3B.RM-B250..COMMONSP,NAE 05 N2 1 VMA 120 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B250,VAV,120,VAV -> Rm_B250,EBU3B,,Analog Output
4153,EBU3B.RM-B250A..COMMONSP,NAE 05 N2 1 VMA 106 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B250A,VAV,106,VAV -> Rm_B250A,EBU3B,,Analog Output
4173,EBU3B.RM-B260..COMMONSP,NAE 05 N2 1 VMA 121 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B260,VAV,121,VAV -> Rm_B260,EBU3B,,Analog Output
4190,EBU3B.RM-B260A..COMMONSP,NAE 05 N2 1 VMA 107 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B260A,VAV,107,VAV -> Rm_B260A,EBU3B,,Analog Output
4210,EBU3B.RM-B270..COMMONSP,NAE 05 N2 1 VMA 122 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B270,VAV,122,VAV -> Rm_B270,EBU3B,,Analog Output
4227,EBU3B.RM-B275..COMMONSP,NAE 05 N2 1 VMA 108 COMMONSP,Common Setpoint,64,Temperature Setpoint,,Rm_B275,VAV,108,VAV -> Rm_B275,EBU3B,,Analog Output
4427,EBU3B.CRAC-1.TEMP-TOL,NAE 05 N2 2 VND 162 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,,Server Room,CRAC,1,CRAC -> 1,EBU3B,,Analog Input
4428,EBU3B.CRAC-2.TEMP-TOL,NAE 05 N2 2 VND 163 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,,Server Room,CRAC,2,CRAC -> 2,EBU3B,,Analog Input
4429,EBU3B.CRAC-3.TEMP-TOL,NAE 05 N2 2 VND 161 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,,Server Room,CRAC,3,CRAC -> 3,EBU3B,,Analog Input
4430,EBU3B.CRAC-4.TEMP-TOL,NAE 05 N2 2 VND 160 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,,Server Room,CRAC,4,CRAC -> 4,EBU3B,,Analog Input
256,EBU3B.RM-1124..T-OCC,NAE 05 N2 2 VMA 134 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_1124,Thermostat,134,VAV -> Rm_1124 -> Thermostat,EBU3B,,Binary Input
1138,EBU3B.RM-2142..T-OCC,NAE 06 N2 1 VMA154 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2142,Thermostat,154,VAV -> Rm_2142 -> Thermostat,EBU3B,,Binary Input
1155,EBU3B.RM-2144..T-OCC,NAE 06 N2 1 VMA153 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2144,Thermostat,153,VAV -> Rm_2144 -> Thermostat,EBU3B,,Binary Input
1172,EBU3B.RM-2146..T-OCC,NAE 06 N2 1 VMA152 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2146,Thermostat,152,VAV -> Rm_2146 -> Thermostat,EBU3B,,Binary Input
1189,EBU3B.RM-2148..T-OCC,NAE 06 N2 1 VMA150 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2148,Thermostat,150,VAV -> Rm_2148 -> Thermostat,EBU3B,,Binary Input
1206,EBU3B.RM-2150..T-OCC,NAE 06 N2 1 VMA149 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2150,Thermostat,149,VAV -> Rm_2150 -> Thermostat,EBU3B,,Binary Input
1223,EBU3B.RM-2154..T-OCC,NAE 06 N2 1 VMA148 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2154,Thermostat,148,VAV -> Rm_2154 -> Thermostat,EBU3B,,Binary Input
1456,EBU3B.RM-2230..T-OCC,NAE 06 N2 1 VMA113 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2230,Thermostat,113,VAV -> Rm_2230 -> Thermostat,EBU3B,,Binary Input
1489,EBU3B.RM-2232..T-OCC,NAE 06 N2 1 VMA114 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2232,Thermostat,114,VAV -> Rm_2232 -> Thermostat,EBU3B,,Binary Input
1507,EBU3B.RM-2234..T-OCC,NAE 06 N2 1 VMA115 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2234,Thermostat,115,VAV -> Rm_2234 -> Thermostat,EBU3B,,Binary Input
1524,EBU3B.RM-2236..T-OCC,NAE 06 N2 1 VMA116 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2236,Thermostat,116,VAV -> Rm_2236 -> Thermostat,EBU3B,,Binary Input
1541,EBU3B.RM-2238..T-OCC,NAE 06 N2 1 VMA117 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_2238,Thermostat,117,VAV -> Rm_2238 -> Thermostat,EBU3B,,Binary Input
2048,EBU3B.RM-3142..T-OCC,NAE 06 N2 2 VMA126 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3142,Thermostat,126,VAV -> Rm_3142 -> Thermostat,EBU3B,,Binary Input
2065,EBU3B.RM-3144..T-OCC,NAE 06 N2 2 VMA125 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3144,Thermostat,125,VAV -> Rm_3144 -> Thermostat,EBU3B,,Binary Input
2082,EBU3B.RM-3146..T-OCC,NAE 06 N2 2 VMA124 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3146,Thermostat,124,VAV -> Rm_3146 -> Thermostat,EBU3B,,Binary Input
2099,EBU3B.RM-3148..T-OCC,NAE 06 N2 2 VMA123 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3148,Thermostat,123,VAV -> Rm_3148 -> Thermostat,EBU3B,,Binary Input
2116,EBU3B.RM-3150..T-OCC,NAE 06 N2 2 VMA121 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3150,Thermostat,121,VAV -> Rm_3150 -> Thermostat,EBU3B,,Binary Input
2133,EBU3B.RM-3152..T-OCC,NAE 06 N2 2 VMA120 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3152,Thermostat,120,VAV -> Rm_3152 -> Thermostat,EBU3B,,Binary Input
2151,EBU3B.RM-3154..T-OCC,NAE 06 N2 2 VMA103 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3154,Thermostat,103,VAV -> Rm_3154 -> Thermostat,EBU3B,,Binary Input
2405,EBU3B.RM-3230..T-OCC,NAE 06 N2 1 VMA168 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3230,Thermostat,168,VAV -> Rm_3230 -> Thermostat,EBU3B,,Binary Input
2422,EBU3B.RM-3232..T-OCC,NAE 06 N2 1 VMA169 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3232,Thermostat,169,VAV -> Rm_3232 -> Thermostat,EBU3B,,Binary Input
2455,EBU3B.RM-3240..T-OCC,NAE 06 N2 1 VMA171 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3240,Thermostat,171,VAV -> Rm_3240 -> Thermostat,EBU3B,,Binary Input
2472,EBU3B.RM-3242..T-OCC,NAE 06 N2 1 VMA172 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3242,Thermostat,172,VAV -> Rm_3242 -> Thermostat,EBU3B,,Binary Input
2505,EBU3B.RM-3250..T-OCC,NAE 06 N2 1 VMA174 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3250,Thermostat,174,VAV -> Rm_3250 -> Thermostat,EBU3B,,Binary Input
2522,EBU3B.RM-3252..T-OCC,NAE 06 N2 1 VMA175 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3252,Thermostat,175,VAV -> Rm_3252 -> Thermostat,EBU3B,,Binary Input
2539,EBU3B.RM-3254..T-OCC,NAE 06 N2 1 VMA176 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3254,Thermostat,176,VAV -> Rm_3254 -> Thermostat,EBU3B,,Binary Input
2556,EBU3B.RM-3256..T-OCC,NAE 06 N2 1 VMA177 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3256,Thermostat,177,VAV -> Rm_3256 -> Thermostat,EBU3B,,Binary Input
2573,EBU3B.RM-3258..T-OCC,NAE 06 N2 1 VMA178 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3258,Thermostat,178,VAV -> Rm_3258 -> Thermostat,EBU3B,,Binary Input
2590,EBU3B.RM-3260..T-OCC,NAE 06 N2 1 VMA179 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3260,Thermostat,179,VAV -> Rm_3260 -> Thermostat,EBU3B,,Binary Input
2607,EBU3B.RM-3262..T-OCC,NAE 06 N2 1 VMA180 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_3262,Thermostat,180,VAV -> Rm_3262 -> Thermostat,EBU3B,,Binary Input
2969,EBU3B.RM-4142..T-OCC,NAE 06 N2 2 VMA180 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4142,Thermostat,180,VAV -> Rm_4142 -> Thermostat,EBU3B,,Binary Input
2987,EBU3B.RM-4144..T-OCC,NAE 06 N2 2 VMA179 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4144,Thermostat,179,VAV -> Rm_4144 -> Thermostat,EBU3B,,Binary Input
3004,EBU3B.RM-4146..T-OCC,NAE 06 N2 2 VMA178 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4146,Thermostat,178,VAV -> Rm_4146 -> Thermostat,EBU3B,,Binary Input
3021,EBU3B.RM-4148..T-OCC,NAE 06 N2 2 VMA176 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4148,Thermostat,176,VAV -> Rm_4148 -> Thermostat,EBU3B,,Binary Input
3038,EBU3B.RM-4150..T-OCC,NAE 06 N2 2 VMA175 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4150,Thermostat,175,VAV -> Rm_4150 -> Thermostat,EBU3B,,Binary Input
3055,EBU3B.RM-4152..T-OCC,NAE 06 N2 2 VMA174 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4152,Thermostat,174,VAV -> Rm_4152 -> Thermostat,EBU3B,,Binary Input
3074,EBU3B.RM-4154..T-OCC,NAE 06 N2 2 VMA132 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4154,Thermostat,132,VAV -> Rm_4154 -> Thermostat,EBU3B,,Binary Input
3310,EBU3B.RM-4230..T-OCC,NAE 06 N2 2 VMA140 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4230,Thermostat,140,VAV -> Rm_4230 -> Thermostat,EBU3B,,Binary Input
3343,EBU3B.RM-4232..T-OCC,NAE 06 N2 2 VMA141 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4232,Thermostat,141,VAV -> Rm_4232 -> Thermostat,EBU3B,,Binary Input
3376,EBU3B.RM-4240..T-OCC,NAE 06 N2 2 VMA143 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4240,Thermostat,143,VAV -> Rm_4240 -> Thermostat,EBU3B,,Binary Input
3393,EBU3B.RM-4242..T-OCC,NAE 06 N2 2 VMA145 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4242,Thermostat,145,VAV -> Rm_4242 -> Thermostat,EBU3B,,Binary Input
3426,EBU3B.RM-4250..T-OCC,NAE 06 N2 2 VMA148 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4250,Thermostat,148,VAV -> Rm_4250 -> Thermostat,EBU3B,,Binary Input
3443,EBU3B.RM-4252..T-OCC,NAE 06 N2 2 VMA150 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4252,Thermostat,150,VAV -> Rm_4252 -> Thermostat,EBU3B,,Binary Input
3460,EBU3B.RM-4254..T-OCC,NAE 06 N2 2 VMA151 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4254,Thermostat,151,VAV -> Rm_4254 -> Thermostat,EBU3B,,Binary Input
3477,EBU3B.RM-4256..T-OCC,NAE 06 N2 2 VMA152 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4256,Thermostat,152,VAV -> Rm_4256 -> Thermostat,EBU3B,,Binary Input
3494,EBU3B.RM-4258..T-OCC,NAE 06 N2 2 VMA153 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4258,Thermostat,153,VAV -> Rm_4258 -> Thermostat,EBU3B,,Binary Input
3511,EBU3B.RM-4262..T-OCC,NAE 06 N2 2 VMA154 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_4262,Thermostat,154,VAV -> Rm_4262 -> Thermostat,EBU3B,,Binary Input
3970,EBU3B.RM-B210..T-OCC,NAE 05 N2 1 VMA 116 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B210,Thermostat,116,VAV -> Rm_B210 -> Thermostat,EBU3B,,Binary Input
4007,EBU3B.RM-B220..T-OCC,NAE 05 N2 1 VMA 117 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B220,Thermostat,117,VAV -> Rm_B220 -> Thermostat,EBU3B,,Binary Input
4067,EBU3B.RM-B230..T-OCC,NAE 05 N2 1 VMA 118 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B230,Thermostat,118,VAV -> Rm_B230 -> Thermostat,EBU3B,,Binary Input
4100,EBU3B.RM-B240..T-OCC,NAE 05 N2 1 VMA 119 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B240,Thermostat,119,VAV -> Rm_B240 -> Thermostat,EBU3B,,Binary Input
4137,EBU3B.RM-B250..T-OCC,NAE 05 N2 1 VMA 120 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B250,Thermostat,120,VAV -> Rm_B250 -> Thermostat,EBU3B,,Binary Input
4174,EBU3B.RM-B260..T-OCC,NAE 05 N2 1 VMA 121 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B260,Thermostat,121,VAV -> Rm_B260 -> Thermostat,EBU3B,,Binary Input
4211,EBU3B.RM-B270..T-OCC,NAE 05 N2 1 VMA 122 T OCC,Temp Occ Sts,,Temporary Occupancy Status,,Rm_B270,Thermostat,122,VAV -> Rm_B270 -> Thermostat,EBU3B,,Binary Input
3811,EBU3B.RF1.TORQUE,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,1,AHU -> 1 -> Return Fan -> 1 -> VFD,EBU3B,,Analog Input
3832,EBU3B.RF2.TORQUE,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,2,AHU -> 1 -> Return Fan -> 2 -> VFD,EBU3B,,Analog Input
3853,EBU3B.RF3.TORQUE,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,3,AHU -> 1 -> Return Fan -> 3 -> VFD,EBU3B,,Analog Input
3874,EBU3B.RF4.TORQUE,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,4,AHU -> 1 -> Return Fan -> 4 -> VFD,EBU3B,,Analog Input
4467,EBU3B.SF1.TORQUE,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,1,AHU -> 1 -> Supply Fan -> 1 -> VFD,EBU3B,,Analog Input
4488,EBU3B.SF2.TORQUE,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,2,AHU -> 1 -> Supply Fan -> 2 -> VFD,EBU3B,,Analog Input
4509,EBU3B.SF3.TORQUE,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,3,AHU -> 1 -> Supply Fan -> 3 -> VFD,EBU3B,,Analog Input
4530,EBU3B.SF4.TORQUE,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,4,AHU -> 1 -> Supply Fan -> 4 -> VFD,EBU3B,,Analog Input
3624,EBU3B.CHWP1.TORQUE,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 1 -> VFD,EBU3B,,Analog Input
3645,EBU3B.CHWP2.TORQUE,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 2 -> VFD,EBU3B,,Analog Input
3769,EBU3B.HWP1.TORQUE,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,1,Hot Water System -> Pump -> 1 -> VFD,EBU3B,,Analog Input
3790,EBU3B.HWP2.TORQUE,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 TORQUE,Torque,98,Torque,,Rm_B102C,VFD,2,Hot Water System -> Pump -> 2 -> VFD,EBU3B,,Analog Input
4580,TUNING POINTS.CWDP-PID..CWDP-PID,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules CWDP PID CWDP PID,TUNING POINTS,95,TUNING POINTS,,,Chilled Water System,,Chilled Water System,EBU3B,,Analog Output
4578,TUNING POINTS.CWDP-PID..PM6PB,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules CWDP PID PM6PB,TUNING POINTS,95,TUNING POINTS,,,Chilled Water System,,Chilled Water System,EBU3B,,Analog Output
4579,TUNING POINTS.CWDP-PID..PM6TI,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules CWDP PID PM6TI,TUNING POINTS,95,TUNING POINTS,,,Chilled Water System,,Chilled Water System,EBU3B,,Analog Output
4583,TUNING POINTS.DHW-PID..DHW-PID,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules DHW PID DHW PID,TUNING POINTS,95,TUNING POINTS,,,Pump,,Domestic Hot Water System -> Pump,EBU3B,,Analog Output
4581,TUNING POINTS.DHW-PID..PM9PB,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules DHW PID PM9PB,TUNING POINTS,95,TUNING POINTS,,,Pump,,Domestic Hot Water System -> Pump,EBU3B,,Analog Output
4582,TUNING POINTS.DHW-PID..PM9TI,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules DHW PID PM9TI,TUNING POINTS,95,TUNING POINTS,,,Pump,,Domestic Hot Water System -> Pump,EBU3B,,Analog Output
4590,TUNING POINT.HWDP-PID..PM5PB,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HWDP PID PM5PB,TUNING POINTS,95,TUNING POINTS,,,Hot Water System,,Hot Water System,EBU3B,,Analog Output
4592,TUNING POINTS.HWDP-PID..HWDP-PID,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HWDP PID HWDP PID,TUNING POINTS,95,TUNING POINTS,,,Hot Water System,,Hot Water System,EBU3B,,Analog Output
4591,TUNING POINTS.HWDP-PID..PM5TI,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HWDP PID PM5TI,TUNING POINTS,95,TUNING POINTS,,,Hot Water System,,Hot Water System,EBU3B,,Analog Output
4586,TUNING POINTS.HX1-PID..HX1-PID,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX1 PID HX1 PID,TUNING POINTS,95,TUNING POINTS,,,Valve,1,Hot Water System -> Heat Exchanger -> 1 -> Valve,EBU3B,,Analog Output
4584,TUNING POINTS.HX1-PID..PM1PB,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX1 PID PM1PB,TUNING POINTS,95,TUNING POINTS,,,Valve,1,Hot Water System -> Heat Exchanger -> 1 -> Valve,EBU3B,,Analog Output
4585,TUNING POINTS.HX1-PID..PM1TI,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX1 PID PM1TI,TUNING POINTS,95,TUNING POINTS,,,Valve,1,Hot Water System -> Heat Exchanger -> 1 -> Valve,EBU3B,,Analog Output
4589,TUNING POINTS.HX2-PID..HX2-PID,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX2 PID HX2 PID,TUNING POINTS,95,TUNING POINTS,,,Valve,2,Hot Water System -> Heat Exchanger -> 2 -> Valve,EBU3B,,Analog Output
4587,TUNING POINTS.HX2-PID..PM4PB,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX2 PID PM4PB,TUNING POINTS,95,TUNING POINTS,,,Valve,2,Hot Water System -> Heat Exchanger -> 2 -> Valve,EBU3B,,Analog Output
4588,TUNING POINTS.HX2-PID..PM4TI,NAE 05 N2 1 DX 12 TUNING POINTS Programmable Modules HX2 PID PM4TI,TUNING POINTS,95,TUNING POINTS,,,Valve,2,Hot Water System -> Heat Exchanger -> 2 -> Valve,EBU3B,,Analog Output
3588,EBU3B.AH1-1..PM2PB,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules SP PID PM2PB,TUNING POINTS PM2PB,95,TUNING POINTS PM2PB,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3589,EBU3B.AH1-1..PM2TI,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules SP PID PM2TI,TUNING POINTS PM2TI,95,TUNING POINTS PM2TI,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3590,EBU3B.AH1-1..PM5PB,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules RF PID PM5PB,TUNING POINTS PM5PB,95,TUNING POINTS PM5PB,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3591,EBU3B.AH1-1..PM5TI,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules RF PID PM5TI,TUNING POINTS PM5TI,95,TUNING POINTS PM5TI,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3592,EBU3B.AH1-1..PM8PB,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules AH PID PM8PB,TUNING POINTS PM8PB,64,TUNING POINTS PM8PB,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3593,EBU3B.AH1-1..PM8TI,NAE 05 N2 1 DX 32 TUNING POINTS Programmable Modules AH PID PM8TI,TUNING POINTS PM8TI,64,TUNING POINTS PM8TI,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
4431,EBU3B.CRAC-1.UNIT-RUN,NAE 05 N2 2 VND 162 UNIT RUN,Unit Run (Last Commanded),,Unit Run Command,,Server Room,CRAC,1,CRAC -> 1,EBU3B,,Binary Output
4432,EBU3B.CRAC-2.UNIT-RUN,NAE 05 N2 2 VND 163 UNIT RUN,Unit Run (Last Commanded),,Unit Run Command,,Server Room,CRAC,2,CRAC -> 2,EBU3B,,Binary Output
4433,EBU3B.CRAC-3.UNIT-RUN,NAE 05 N2 2 VND 161 UNIT RUN,Unit Run (Last Commanded),,Unit Run Command,,Server Room,CRAC,3,CRAC -> 3,EBU3B,,Binary Output
4434,EBU3B.CRAC-4.UNIT-RUN,NAE 05 N2 2 VND 160 UNIT RUN,Unit Run (Last Commanded),,Unit Run Command,,Server Room,CRAC,4,CRAC -> 4,EBU3B,,Binary Output
4435,EBU3B.CRAC-1.UNIT-STS,NAE 05 N2 2 VND 162 UNIT STS,Unit Run (Feedback),,Unit Run Status,,Server Room,CRAC,1,CRAC -> 1,EBU3B,,Binary Input
